manufactor,Year,model,Hand,Gear,capacity_Engine,Engine_type,Prev_ownership,Curr_ownership,Area,City,Price,Pic_num,Cre_date,Repub_date,Description,Color,Km,Test,Supply_score
סובארו,2017,XV,2,אוטומטית,1600,בנזין,,,יישובי השומרון,סלעית,75000.0,14.0,26/08/2022,26/08/2022,"['רכב מטופל ושמור במצב מצויין .\r\nעבר טיפול לפני שבוע ,לפני כחודש הוחלפו הגלגלים . &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת שמירת מרחק למניעת תאונות ,מצלמה אחורית']",,69000,,221.0
סקודה,2015,סקודה ראפיד (2015),2,אוטומטית,"1,400",בנזין,,,חולון - בת ים,חולון,45000.0,1.0,18/08/2022,18/08/2022,"['רכב שמור, מצב מצוין נמכר עקב רכב מהעבודה']",,"140,000",,
סקודה,2016,סקודה אוקטביה (2016),1,אוטומטית,"1,400",בנזין,,,עמק יזרעאל,עפולה,69000.0,1.0,08/06/2022,08/06/2022,['יד ראשונה .הרכב נקי בלי תאונות.'],,"139,000",,
סוזוקי,2007,סוזוקי סדן,6,אוטומטית,1300,בנזין,,,None,ריחאניה,43000.0,,01/11/2022,01/11/2022,['None'],None,290,,
קיה,2011,פורטה,2,אוטומטית,1600,בנזין,,,נתניה והסביבה,נתניה,21000.0,1.0,12/08/2022,12/08/2022,['הרכב במצב שמור ומטופל. 4 דלתות ל-5 יושבים. תא מטען גדול. ליצור קשר עם דן.'],,,,4.0
אופל,2018,קורסה,2,אוטומטית,1400,בנזין,,,תל אביב,תל אביב יפו,69000.0,1.0,16/10/2022,16/10/2022,"['רכב שמור שעבר במשפחה, גג נפתח, מטופל בזמן, טופל רק במוסך מורשה, חסכוני בדלק ואמין, טסט לשנה(עד 10/23). הרכב ונקי מתקלות. על הרכב: מצלמת רוורס חדשה, 2 מפתחות(שלט רחוק), מערכת מולטימדיה חדשה כיסוי ריפודים איכותי מאוד. נמכר עקב מעבר לתל אביב(יש תו חניה לת""א לשנה).']",,70000,,
וולוו,2016,S60,2,אוטומטית,2000,בנזין,,,פרדס חנה - כרכור,פרדס חנה כרכור,79000.0,1.0,14/07/2022,14/07/2022,"['רכב שמור,מטופל במוסך ארז חיפה.']",,84000,0,1.0
מיצובישי,2017,אאוטלנדר,2,אוטומטית,2000,בנזין,,,,גבעת עדה,95000.0,1.0,19/10/2022,19/10/2022,"['רכב במצב מעולה, דגם Instyle, עבר את כל הטיפולים במוסך מיצובישי מורשה, 7 מושבים, כולל מובילאי, מערכת מולטימדיה מקורית, גג נפתח, בעלות קודמת ליסינג 0 ק""מ והיה ביד...']",,180000,,26.0
טויוטה,2016,אוונסיס,2,אוטומטית,1800,בנזין,פרטית,פרטית,פתח תקוה והסביבה,פתח תקווה,59000.0,2.0,01/10/2023,01/10/2023,"['מצב מכני מעולה, שמור כחדש, שתי ידיים פרטיות. צמיגים וגאנטים חדשים']",אפור מטאלי,,,
מאזדה,2018,מאזדה 3,2,אוטומטית,2000,בנזין,השכרה,פרטית,"ראשל""צ והסביבה",ראשון לציון,61500.0,2.0,20/01/2024,20/01/2024,[nan],כחול כהה מטאלי,158000,,
סובארו,2016,XV,2,אוטומטית,1600,בנזין,פרטית,פרטית,גדרה יבנה והסביבה,גדרה,70000.0,16.0,14/02/2023,14/02/2023,['80 אלף קילומטר. \nטסט לשנה שלמה עד מרץ 2024.\nידיים פרטיות בלבד.'],אפור מטאלי,80000,,767.0
סיטרואן,2016,C3,1,אוטומטית,1600,בנזין,פרטית,פרטית,מושבים בשרון,אבן יהודה,36000.0,1.0,06/04/2022,21/05/2022,['חסכונית שמורה מאוד'],לבן,99000,,382.0
ב.מ.וו,2006,523,10,אוטומטית,2500,בנזין,,,חיפה וחוף הכרמל,חיפה,35000.0,1.0,19/06/2022,19/06/2022,['למכירה bmw 523i אחרי פרויקט גדול(החלפת מנוע חדש ו ים של חלקים שמופיעים בספר טיפולים)מושקע בים של כסף. \r\nשנה:2006\r\nנפח:2500\r\nכייס:177\r\nטסת:שנה ו חודש\r\nקילומטר:90אלף\r\nיד:10\r\nתוספות:חידוש צבע.צנרת פלוס אגזוזים אם מתג( אל שלט).אנדרויד.פנסים קדמים אחורים חדשים.גג הזמנה אישית. מגבר 4 קומפוננטים .קיט מלא של M5.....\r\n0545314016 סטס'],,90000,,98.0
מיני,2012,קופר,3,אוטומטית,1600,בנזין,פרטית,פרטית,חולון - בת ים,אזור,85000.0,0.0,22/05/2022,22/05/2022,['מיני קופר קבריולט הכי יפה שיש!!!\nרכב שמור במצב מצויין טופל היטב.\nמגיע עם טסט לשנה \nקרבון חדש להגה \nמערכת מולטימדיה חדשה \nג׳אנטים חדשים לגמרי\nועוד איבזורים של מיני קופר'],שחור,130000,,
פולקסווגן,2016,פולו,4,אוטומטית,1800,בנזין,פרטית,פרטית,גליל ועמקים,נצרת,75000.0,3.0,15/03/2024,15/03/2024,['תוספות Polo gti 2016 יד 04  מנוע 1800 הכי מוצלח ו אמין כ’׳ס 192  אוטו שמור עבר טיפול גדול לפני 2000ק’׳מ  ללא שיפורים נסע רק 106700 נהג יחיד ללא תאונות ו ללא תיקונים צבע מי שיבוא ראשון זוכה'],לבן,107000,59,
פולקסווגן,2017,פולו,3,אוטומטית,1200,בנזין,פרטית,פרטית,גליל ועמקים,בית שאן,68000.0,5.0,28/11/2022,30/11/2022,"['פולו דגם comfortline מנוע 1.2 הדגם המפואר\nעם גג פנורמי \nהרכב יד 3 עבר יד במשפחה\nק״מ 101,000 \nרכב שמור ומטופל']",לבן,101000,,
מיצובישי,2009,אאוטלנדר,3,אוטומטית,,טורבו דיזל,,,"ראשל""צ והסביבה",באר יעקב,55000.0,1.0,24/07/2022,24/07/2022,[' הנטר מצב פצצה מנוע חדש טסט שנה מלאה '],,,,
יונדאי,2017,i25,3,אוטומטית,1400,בנזין,,,,פסגת זאב,53000.0,0.0,23/07/2022,23/07/2022,['יונאי ו25 שמור מאוד ללא תאונות קמ נמוך חסכוני בדלק חיישני רוורס מצלמה ליסניג לשעבר'],,87000,,
סובארו,2017,XV,2,אוטומטית,2000,בנזין,פרטית,פרטית,חיפה וחוף הכרמל,חיפה,92000.0,11.0,13/11/2022,13/11/2022,"['במצב מצויין, כמו חדשה.']",לבן פנינה,96000,,221.0
קיה,2018,פיקנטו,1,אוטומטית,1200,בנזין,,,,יקנעם עילית,75000.0,1.0,03/08/2022,03/08/2022,"['יד ראשונה 14.000 ק""מ בלבד ! , נהג יחיד , מטופלת אך ורק במוסך היבואן , הדגם המפואר והמאובזר , כולל בלימה אוטונומית , מצלמת רוורס וחישני חניה מקוריים ומסך טאצ']",,14000,,
קיה,2021,פיקנטו,1,אוטומטית,1200,בנזין,ליסינג,ליסינג,ירושלים והסביבה,ירושלים,79000.0,3.0,01/12/2021,01/12/2021,"['קיה פיקנטו חדשה לחלותין 2021 0ק""מ יד 01 ליסינג מחירון 85 דורש 79']",שחור,,,
קיה,2017,פיקנטו,3,אוטומטית,1248,בנזין,,,פתח תקוה והסביבה,פתח תקווה,48500.0,1.0,08/08/2022,08/08/2022,['קיה פיקנטו שמורה מאוד במצב חדש פנים וחיצוני יפיפיה מתחייב גיר ומנוע \r\nכל הקודם זוכה לא בשבת'],,29400,,
סוזוקי,2019,סוזוקי איגניס,1,אוטומטית,1200,בנזין,פרטית,פרטית,חיפה,חיפה,65000.0,2.0,19/11/2023,19/11/2023,['רכב במצב נהדר. נהגת יחידה. לראות ולהשתכנע.'],אדום,16500,156,
קיה,2015,סראטו,2,אוטומטית,2359,בנזין,,,,טייבה,90000.0,1.0,21/09/2022,21/09/2022,"['רכב שמור ,פרטי']",,121,,0.0
סקודה,2011,סקודה אוקטביה (2011),2,אוטומטית,"1,400",בנזין,,,חולון - בת ים,חולון,30000.0,1.0,17/08/2022,17/08/2022,['אוטו נדיר לשנתון שלו\r\nפרטי ריפוד חדש מרכת חדשה \r\nמצלמות ריברס נמכר עקב קניית מונית'],,163,,
יונדאי,2020,i10,1,רובוטית,1200,בנזין,,,אשדוד - אשקלון,גן יבנה,72000.0,1.0,20/07/2022,20/07/2022,['רכב שמור עדיין באחריות מטופל במוסך מורשה טסט לשנה\r\nנהג יחיד'],,22500,,
אאודי,2010,אאודי A3,5,אוטומטית,1800,בנזין,פרטית,פרטית,רעננה - כפר סבא,כפר סבא,42000.0,7.0,29/03/2022,29/03/2022,['אאודי A3 שנת 2010\n\nספורטבק רמת גימור שארפ עם גג נפתח כפול \n\nמנוע 1800 טורבו \n\nסטוק ללא שיפורים \n\nרכב שמור מטופל אך ורק במוסך מורשה \n ורק בחלקים מקוריים לא חסר בורג\n\nצבע שחור מהמם \n\nרכב שמור חונה בחנייה מקורה \n\nנשטף פעם בשבוע ידני\n\nג׳אנטים 18 מאושרים ברשיון \n\nצמיגים חדשים בני יומיים של רייקן \n\n4 רמקולים 4 טווטרים + סאב (מקורי)\n\nנמכר עקב גיוס'],שחור,159000,,33.0
יונדאי,2019,אלנטרה,1,אוטומטית,1600,בנזין,ליסינג,פרטית,,נאעורה,92000.0,2.0,13/05/2023,13/05/2023,"['תאריך עליה לכביש:12/2019\nרכב שמור מאד ומטופל יד ראשונה כולל חלון גג נפתח,שליטה מההגה,מערכת מולטימדיה,מערכות סטייה מנתיב טסט ארוך ועוד..']",אפור עכבר,56000,6,
פולקסווגן,2015,פאסאט,1,אוטומטית,1400,בנזין,,,חיפה וחוף הכרמל,חיפה,70000.0,0.0,11/07/2022,11/07/2022,['טסט לשנה ושמורה היטב'],,17000,,
קיה,2017,פיקנטו,1,אוטומטית,1248,בנזין,,,ירושלים והסביבה,ירושלים,66000.0,1.0,03/10/2022,03/10/2022,"['רכב מעולה יד ראשונה ,בעלות פרטית ,נהגת יחידה מיום הרכישה,23,000 ק""מ ,טסט עד 6/2023,']",,23000,,
קיה,2019,פיקנטו,1,אוטומטית,1248,בנזין,,,גדרה יבנה והסביבה,גדרה,75000.0,1.0,29/08/2022,29/08/2022,"['רכב מהמם נרכש חדש מחברת kia. מטופל רק במוסך מורשה המרכזי של Kia! רכב חסכוני בדלק, דגם GT ספורט עם סנרוף וחווית נהיגה מעולה! עם טסט עד פברואר 2022 ו4 צמיגים חדשים! אחריות יבואן ל7 שנים!!! &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; סנרוף, מוביליי, מערכת מולטימדיה']",,71700,,
סקודה,2011,סקודה אוקטביה (2011),3,אוטומטית,"1,200",בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,26000.0,5.0,29/08/2022,29/08/2022,[nan],שחור,"155,000",,
יונדאי,2017,i25,2,אוטומטית,1400,בנזין,השכרה,פרטית,יישובי השומרון,כפר תפוח,53000.0,4.0,02/10/2022,02/10/2022,"['יונדאי i25 Inspire מודל 2017 אוטומטית לבנה. \nשמורה ומטופלת. \nקילומטראז 109,000 ק״מ. אחרי טיפול 105,000.\nיד 01 ברשיון מהשכרה. \nטסט עד סוף 06/23\nמחירון. גמיש. \n054-8132245 לא בשבת וחג.']",לבן,109000,,
פולקסווגן,2016,גולף,2,אוטומטית,1400,בנזין,פרטית,פרטית,מושבים בשפלה,קדרון,61000.0,6.0,11/01/2022,11/01/2022,"['למכירה  פולקסווגן גולף tsi 1400 טורבו. עליה לכביש 07/2016 יד 02 פרטי  128 ק״מ  ללא תאונות (נהג יחיד) אוטו שמור ומטופל ברמה הכי גבוהה שאפשר. טסט לחצי שנה. הרכב מטופל בזמן כל 10,000 קמ.  הרכב לאחר יישור קו בצמפיון והחלפת טיימינג.  מצבר חדש עם אחריות לשלוש שנים.  דורש 61,000 גמיש במעמד המכירה  לרציניים בלבד.  0542266307 אם לא זמין תשאירו הודעה']",אפור מטאלי,128000,,
מאזדה,2010,מאזדה 3,2,אוטומטית,1600,בנזין,פרטית,פרטית,מודיעין והסביבה,מודיעין מכבים רעות,27000.0,11.0,30/11/2023,30/11/2023,"['מאזדה 3 הצורה החדשה,\nקילומטראז׳ - 165,000,\nיד - 2,\nמגיע עם מולטימדיה מהממת שעלתה 2,500 ש״ח,\nעברה טסט לפני חודש - עד 12/2024,\n\nהרכב שמור ומטופל - אין עוד מאזדה כזאת בארץ במצב כזה\n\nניתן לפנות גם בווטסאפ - 0526074787\n\nגניש לקונה רציני ']",כחול,160,176,16508.0
מאזדה,2013,מאזדה 5,2,אוטומטית,2000,בנזין,פרטית,פרטית,אילת והערבה,אילת,65000.0,1.0,29/07/2023,29/07/2023,['במצב מצויין פנים הרכב כחדש.מערכת מובילאי מותקנת.'],אפור מטאלי,,,580.0
ניסאן,2014,ניסאן ג'וק JUKE,2,אוטומטית,1600,בנזין,פרטית,פרטית,רמלה - לוד,רמלה,41000.0,0.0,05/04/2022,05/04/2022,"[""למכירה ניסאן ג'וק 2014 יד 2 פרטית 109000 קילומטר שמורה ומטופלתהדגם המפואר 2 צבעיםללא תאונות""]",שחור,109000,,
מאזדה,2013,מאזדה 3,3,אוטומטית,1500,בנזין,פרטית,פרטית,פתח תקוה והסביבה,פתח תקווה,40000.0,4.0,14/01/2024,14/01/2024,"['מאזדה 3 שנת 2013 כ-144,000 קמ, רכב שמור,נוח ומפנק, טסט לשנה, צמיגים חדשים, הנעה בכפתור, חיישנים קדמיים ואחוריים, מצלמת רוורס, מסך מקורי מהחברה, גאנטים מקוריים מהחברה.\nמחיר 40,000 שח.']",לבן,144000,176,736.0
פולקסווגן,2012,שירוקו,6,ידנית,1400,בנזין,פרטית,פרטית,חיפה וחוף הכרמל,חיפה,55000.0,2.0,17/03/2023,17/03/2023,['למכירה רכב במצב מצוין!\nשירוקו 2012 \nאחרי טיפול גדול\nידני 160 כ״ס \n139 ק״מ \n2 אגזוזים צנרת מלאה עם שלט משתיק\nג׳אנטים עם צמיגי ספורט\nפורק לחץ \nמערכת שמע\nקיט R שלם + ספויילר \nהגה בתפירה אישית \nאחרי ניקוי ריפודים מקצועי\nרכב שמור ומטופל בזמן כמו שעון.\nאוטו הצגה הקודם זוכה!'],כסוף,139000,,
שברולט,2013,קרוז,3,אוטומטית,"1,600",בנזין,פרטית,פרטית,ראש העין והסביבה,אלעד,18200.0,2.0,05/12/2022,05/12/2022,['דגם האצבק האמין מנוע 1600 124 כוח רכב נוח וחסכוני 6 הילוכים סאן רוף בקרת שיוט צמיגים חדשים טופל בUMI'],לבן,176000,,
מאזדה,2018,מאזדה 3,2,אוטומטית,2000,בנזין,פרטית,פרטית,פרדס חנה - כרכור,חריש,85000.0,3.0,23/05/2023,23/05/2023,[nan],לבן,104000,,
מאזדה,2018,מאזדה 3,2,אוטומטית,2000,בנזין,פרטית,פרטית,פרדס חנה - כרכור,חריש,85000.0,3.0,23/05/2023,23/05/2023,"['הדגם המובחר והמוצלח עם גג נפתח, ג\'אנטים 18, מושבי עור שחורים בשילוב דיפונים בורדו, הרכב מטופל בזמן ושמור. \nיד 02 ברישיון - 104,000 ק""מ']",לבן,104000,,4543.0
